year,month,day,decimal,average,error,ndays
2005,12,18,2005.963,380.24,9.506,4
2005,12,25,2005.9822,380.49,9.51225,6
2006,1,1,2006.0014,381.26,9.5315,3
2006,1,8,2006.0205,381.2,9.53,7
2006,1,15,2006.0397,381.55,9.53875,4
2006,1,22,2006.0589,381.62,9.5405,7
2006,1,29,2006.0781,381.62,9.5405,6
2006,2,5,2006.0973,382.28,9.557,5
2006,2,12,2006.1164,382.59,9.56475,7
2006,2,19,2006.1356,381.94,9.5485,7
2006,2,26,2006.1548,382.14,9.5535,7
2006,3,5,2006.174,382.89,9.57225,6
2006,3,12,2006.1932,382.89,9.57225,7
2006,3,19,2006.2123,382.91,9.57275,7
2006,3,26,2006.2315,382.43,9.56075,6
2006,4,2,2006.2507,384.17,9.60425,4
2006,4,9,2006.2699,384.74,9.6185,6
2006,4,16,2006.289,384.86,9.6215,7
2006,4,23,2006.3082,384.76,9.619,7
2006,4,30,2006.3274,384.88,9.622,6
2006,5,7,2006.3466,385.03,9.62575,6
2006,5,14,2006.3658,385.32,9.633,5
2006,5,21,2006.3849,384.96,9.624,6
2006,5,28,2006.4041,384.66,9.6165,5
2006,6,4,2006.4233,384.18,9.6045,6
2006,6,11,2006.4425,384.28,9.607,7
2006,6,18,2006.4616,383.93,9.59825,6
2006,6,25,2006.4808,383.44,9.586,7
2006,7,2,2006.5,383.11,9.57775,6
2006,7,9,2006.5192,382.83,9.57075,5
2006,7,16,2006.5384,381.8,9.545,4
2006,7,23,2006.5575,382.11,9.55275,6
2006,7,30,2006.5767,381.51,9.53775,7
2006,8,6,2006.5959,380.59,9.51475,5
2006,8,13,2006.6151,380.4,9.51,6
2006,8,20,2006.6342,379.79,9.49475,6
2006,8,27,2006.6534,379.55,9.48875,6
2006,9,3,2006.6726,378.69,9.46725,6
2006,9,10,2006.6918,379.14,9.4785,6
2006,9,17,2006.711,378.66,9.4665,7
2006,9,24,2006.7301,378.87,9.47175,7
2006,10,1,2006.7493,378.92,9.473,5
2006,10,8,2006.7685,378.9,9.4725,7
2006,10,15,2006.7877,378.93,9.47325,4
2006,10,22,2006.8068,379.48,9.487,4
2006,10,29,2006.826,379.64,9.491,7
2006,11,5,2006.8452,379.76,9.494,7
2006,11,12,2006.8644,380,9.5,7
2006,11,19,2006.8836,380.38,9.5095,7
2006,11,26,2006.9027,381.24,9.531,6
2006,12,3,2006.9219,381.47,9.53675,7
2006,12,10,2006.9411,381.7,9.5425,7
2006,12,17,2006.9603,382.18,9.5545,5
2006,12,24,2006.9795,382,9.55,5
2006,12,31,2006.9986,382.08,9.552,7
2007,1,7,2007.0178,382.92,9.573,3
2007,1,14,2007.037,382.43,9.56075,5
2007,1,21,2007.0562,383.55,9.58875,6
2007,1,28,2007.0753,383.67,9.59175,7
2007,2,4,2007.0945,383.26,9.5815,7
2007,2,11,2007.1137,384.81,9.62025,4
2007,2,18,2007.1329,384.71,9.61775,3
2007,2,25,2007.1521,384,9.6,7
2007,3,4,2007.1712,383.41,9.58525,7
2007,3,11,2007.1904,384.33,9.60825,6
2007,3,18,2007.2096,385.08,9.627,5
2007,3,25,2007.2288,385.85,9.64625,5
2007,4,1,2007.2479,385.85,9.64625,6
2007,4,8,2007.2671,385.78,9.6445,6
2007,4,15,2007.2863,387.29,9.68225,7
2007,4,22,2007.3055,386.96,9.674,5
2007,4,29,2007.3247,386.6,9.665,7
2007,5,6,2007.3438,386.25,9.65625,7
2007,5,13,2007.363,386.65,9.66625,6
2007,5,20,2007.3822,386.51,9.66275,7
2007,5,27,2007.4014,386.91,9.67275,6
2007,6,3,2007.4205,386.9,9.6725,7
2007,6,10,2007.4397,386.43,9.66075,6
2007,6,17,2007.4589,385.7,9.6425,6
2007,6,24,2007.4781,385.04,9.626,5
2007,7,1,2007.4973,385.38,9.6345,7
2007,7,8,2007.5164,385.12,9.628,7
2007,7,15,2007.5356,384.08,9.602,6
2007,7,22,2007.5548,383.8,9.595,4
2007,7,29,2007.574,382.87,9.57175,7
2007,8,5,2007.5932,382.39,9.55975,3
2007,8,12,2007.6123,381.87,9.54675,7
2007,8,19,2007.6315,382.09,9.55225,4
2007,8,26,2007.6507,381.62,9.5405,4
2007,9,2,2007.6699,381.52,9.538,5
2007,9,9,2007.689,380.65,9.51625,5
2007,9,16,2007.7082,380.79,9.51975,3
2007,9,23,2007.7274,380.67,9.51675,7
2007,9,30,2007.7466,380.87,9.52175,7
2007,10,7,2007.7658,380.94,9.5235,6
2007,10,14,2007.7849,381.02,9.5255,6
2007,10,21,2007.8041,381.34,9.5335,7
2007,10,28,2007.8233,381.75,9.54375,7
2007,11,4,2007.8425,382.01,9.55025,7
2007,11,11,2007.8616,382.21,9.55525,7
2007,11,18,2007.8808,383.04,9.576,7
2007,11,25,2007.9,382.87,9.57175,6
2007,12,2,2007.9192,383.66,9.5915,4
2007,12,9,2007.9384,383.68,9.592,6
2007,12,16,2007.9575,384.38,9.6095,5
2007,12,23,2007.9767,383.88,9.597,4
2007,12,30,2007.9959,384.76,9.619,7
2008,1,6,2008.015,384.39,9.60975,7
2008,1,13,2008.0342,385.79,9.64475,7
2008,1,20,2008.0533,385.99,9.64975,7
2008,1,27,2008.0724,386.76,9.669,7
2008,2,3,2008.0915,386.01,9.65025,7
2008,2,10,2008.1107,385.95,9.64875,7
2008,2,17,2008.1298,385.3,9.6325,5
2008,2,24,2008.1489,385.36,9.634,6
2008,3,2,2008.168,385.81,9.64525,6
2008,3,9,2008.1872,385.72,9.643,7
2008,3,16,2008.2063,385.82,9.6455,7
2008,3,23,2008.2254,386.74,9.6685,7
2008,3,30,2008.2445,388.09,9.70225,7
2008,4,6,2008.2637,386.73,9.66825,6
2008,4,13,2008.2828,386.48,9.662,7
2008,4,20,2008.3019,387.33,9.68325,3
2008,4,27,2008.321,387.27,9.68175,6
2008,5,4,2008.3402,388.52,9.713,6
2008,5,11,2008.3593,388.87,9.72175,5
2008,5,18,2008.3784,388.89,9.72225,5
2008,5,25,2008.3975,388.59,9.71475,6
2008,6,1,2008.4167,388.54,9.7135,7
2008,6,8,2008.4358,387.47,9.68675,6
2008,6,15,2008.4549,387.88,9.697,6
2008,6,22,2008.474,387.34,9.6835,4
2008,6,29,2008.4932,-999.99,-24.99975,0
2008,7,6,2008.5123,-999.99,-24.99975,0
2008,7,13,2008.5314,-999.99,-24.99975,0
2008,7,20,2008.5505,386.37,9.65925,5
2008,7,27,2008.5697,384.9,9.6225,7
2008,8,3,2008.5888,385.23,9.63075,6
2008,8,10,2008.6079,383.93,9.59825,5
2008,8,17,2008.627,383.68,9.592,6
2008,8,24,2008.6462,383.3,9.5825,6
2008,8,31,2008.6653,383.51,9.58775,6
2008,9,7,2008.6844,383.03,9.57575,6
2008,9,14,2008.7036,383.37,9.58425,5
2008,9,21,2008.7227,383.06,9.5765,7
2008,9,28,2008.7418,382.75,9.56875,7
2008,10,5,2008.7609,382.87,9.57175,5
2008,10,12,2008.7801,382.85,9.57125,7
2008,10,19,2008.7992,383.07,9.57675,6
2008,10,26,2008.8183,383.99,9.59975,2
2008,11,2,2008.8374,383.79,9.59475,6
2008,11,9,2008.8566,384.11,9.60275,7
2008,11,16,2008.8757,384.34,9.6085,6
2008,11,23,2008.8948,384.49,9.61225,7
2008,11,30,2008.9139,385.05,9.62625,7
2008,12,7,2008.9331,385.29,9.63225,7
2008,12,14,2008.9522,385.54,9.6385,7
2008,12,21,2008.9713,385.93,9.64825,7
2008,12,28,2008.9904,386.23,9.65575,5
2009,1,4,2009.0096,386.4,9.66,7
2009,1,11,2009.0288,387.02,9.6755,7
2009,1,18,2009.0479,387.14,9.6785,7
2009,1,25,2009.0671,387.5,9.6875,6
2009,2,1,2009.0863,387.03,9.67575,6
2009,2,8,2009.1055,386.94,9.6735,6
2009,2,15,2009.1247,387.62,9.6905,7
2009,2,22,2009.1438,388.22,9.7055,7
2009,3,1,2009.163,389.08,9.727,6
2009,3,8,2009.1822,388.8,9.72,6
2009,3,15,2009.2014,388.2,9.705,7
2009,3,22,2009.2205,389.29,9.73225,6
2009,3,29,2009.2397,389.04,9.726,7
2009,4,5,2009.2589,389.43,9.73575,7
2009,4,12,2009.2781,388.93,9.72325,6
2009,4,19,2009.2973,389.56,9.739,7
2009,4,26,2009.3164,390.52,9.763,7
2009,5,3,2009.3356,389.76,9.744,6
2009,5,10,2009.3548,390.17,9.75425,7
2009,5,17,2009.374,390.38,9.7595,7
2009,5,24,2009.3932,390.41,9.76025,7
2009,5,31,2009.4123,389.85,9.74625,7
2009,6,7,2009.4315,390.2,9.755,7
2009,6,14,2009.4507,389.42,9.7355,7
2009,6,21,2009.4699,388.49,9.71225,6
2009,6,28,2009.489,388.69,9.71725,6
2009,7,5,2009.5082,388.48,9.712,5
2009,7,12,2009.5274,388.36,9.709,4
2009,7,19,2009.5466,387.68,9.692,6
2009,7,26,2009.5658,387.37,9.68425,5
2009,8,2,2009.5849,387.06,9.6765,7
2009,8,9,2009.6041,386.01,9.65025,5
2009,8,16,2009.6233,385.7,9.6425,7
2009,8,23,2009.6425,385.86,9.6465,5
2009,8,30,2009.6616,385.15,9.62875,7
2009,9,6,2009.6808,384.69,9.61725,6
2009,9,13,2009.7,384.76,9.619,6
2009,9,20,2009.7192,384.62,9.6155,7
2009,9,27,2009.7384,384.03,9.60075,7
2009,10,4,2009.7575,383.88,9.597,6
2009,10,11,2009.7767,384.38,9.6095,7
2009,10,18,2009.7959,384.71,9.61775,7
2009,10,25,2009.8151,385.01,9.62525,7
2009,11,1,2009.8342,385.36,9.634,7
2009,11,8,2009.8534,385.69,9.64225,7
2009,11,15,2009.8726,386.34,9.6585,7
2009,11,22,2009.8918,386.38,9.6595,7
2009,11,29,2009.911,387.07,9.67675,7
2009,12,6,2009.9301,386.97,9.67425,6
2009,12,13,2009.9493,386.87,9.67175,1
2009,12,20,2009.9685,388.4,9.71,3
2009,12,27,2009.9877,388.6,9.715,7
2010,1,3,2010.0068,388.17,9.70425,7
2010,1,10,2010.026,388.33,9.70825,6
2010,1,17,2010.0452,388.33,9.70825,7
2010,1,24,2010.0644,389.01,9.72525,7
2010,1,31,2010.0836,390.71,9.76775,5
2010,2,7,2010.1027,390.35,9.75875,6
2010,2,14,2010.1219,390.22,9.7555,6
2010,2,21,2010.1411,389.57,9.73925,3
2010,2,28,2010.1603,390.93,9.77325,6
2010,3,7,2010.1795,391.38,9.7845,6
2010,3,14,2010.1986,391.17,9.77925,4
2010,3,21,2010.2178,390.29,9.75725,6
2010,3,28,2010.237,391.77,9.79425,7
2010,4,4,2010.2562,391.19,9.77975,6
2010,4,11,2010.2753,392.71,9.81775,5
2010,4,18,2010.2945,393.3,9.8325,7
2010,4,25,2010.3137,393.2,9.83,6
2010,5,2,2010.3329,393.01,9.82525,5
2010,5,9,2010.3521,392.6,9.815,7
2010,5,16,2010.3712,393.42,9.8355,7
2010,5,23,2010.3904,392.71,9.81775,6
2010,5,30,2010.4096,393.3,9.8325,7
2010,6,6,2010.4288,392.75,9.81875,7
2010,6,13,2010.4479,391.85,9.79625,6
2010,6,20,2010.4671,391.64,9.791,6
2010,6,27,2010.4863,391.15,9.77875,7
2010,7,4,2010.5055,390.55,9.76375,7
2010,7,11,2010.5247,389.85,9.74625,7
2010,7,18,2010.5438,390.26,9.7565,5
2010,7,25,2010.563,389.82,9.7455,7
2010,8,1,2010.5822,388.86,9.7215,6
2010,8,8,2010.6014,388.82,9.7205,7
2010,8,15,2010.6205,388.47,9.71175,5
2010,8,22,2010.6397,387.62,9.6905,5
2010,8,29,2010.6589,387.53,9.68825,7
2010,9,5,2010.6781,386.14,9.6535,6
2010,9,12,2010.6973,387.06,9.6765,7
2010,9,19,2010.7164,386.78,9.6695,7
2010,9,26,2010.7356,386.78,9.6695,7
2010,10,3,2010.7548,386.95,9.67375,7
2010,10,10,2010.774,386.84,9.671,7
2010,10,17,2010.7932,387.43,9.68575,7
2010,10,24,2010.8123,387.83,9.69575,7
2010,10,31,2010.8315,388.05,9.70125,7
2010,11,7,2010.8507,387.96,9.699,6
2010,11,14,2010.8699,388.63,9.71575,7
2010,11,21,2010.889,389.49,9.73725,7
2010,11,28,2010.9082,389.66,9.7415,6
2010,12,5,2010.9274,389.78,9.7445,6
2010,12,12,2010.9466,389.44,9.736,7
2010,12,19,2010.9658,390.15,9.75375,7
2010,12,26,2010.9849,389.94,9.7485,6
2011,1,2,2011.0041,391.64,9.791,7
2011,1,9,2011.0233,390.76,9.769,6
2011,1,16,2011.0425,391.52,9.788,6
2011,1,23,2011.0616,391.37,9.78425,7
2011,1,30,2011.0808,392.07,9.80175,7
2011,2,6,2011.1,391.44,9.786,7
2011,2,13,2011.1192,391.65,9.79125,7
2011,2,20,2011.1384,392.05,9.80125,7
2011,2,27,2011.1575,392.06,9.8015,7
2011,3,6,2011.1767,391.88,9.797,7
2011,3,13,2011.1959,392.49,9.81225,7
2011,3,20,2011.2151,392.89,9.82225,6
2011,3,27,2011.2342,394,9.85,6
2011,4,3,2011.2534,393,9.825,7
2011,4,10,2011.2726,393.08,9.827,7
2011,4,17,2011.2918,393.55,9.83875,6
2011,4,24,2011.311,393.31,9.83275,6
2011,5,1,2011.3301,394.14,9.8535,6
2011,5,8,2011.3493,392.89,9.82225,7
2011,5,15,2011.3685,394.91,9.87275,7
2011,5,22,2011.3877,394.85,9.87125,7
2011,5,29,2011.4068,394.19,9.85475,7
2011,6,5,2011.426,393.49,9.83725,5
2011,6,12,2011.4452,393.79,9.84475,7
2011,6,19,2011.4644,393.54,9.8385,7
2011,6,26,2011.4836,393.45,9.83625,7
2011,7,3,2011.5027,393.5,9.8375,7
2011,7,10,2011.5219,393.29,9.83225,4
2011,7,17,2011.5411,391.32,9.783,6
2011,7,24,2011.5603,391.98,9.7995,6
2011,7,31,2011.5795,391.19,9.77975,7
2011,8,7,2011.5986,390.6,9.765,5
2011,8,14,2011.6178,390.14,9.7535,7
2011,8,21,2011.637,389.39,9.73475,7
2011,8,28,2011.6562,389.52,9.738,5
2011,9,4,2011.6753,389.04,9.726,4
2011,9,11,2011.6945,389.14,9.7285,6
2011,9,18,2011.7137,389.08,9.727,7
2011,9,25,2011.7329,388.67,9.71675,7
2011,10,2,2011.7521,388.77,9.71925,7
2011,10,9,2011.7712,388.8,9.72,7
2011,10,16,2011.7904,389.03,9.72575,7
2011,10,23,2011.8096,389.24,9.731,7
2011,10,30,2011.8288,389.61,9.74025,7
2011,11,6,2011.8479,389.76,9.744,6
2011,11,13,2011.8671,390.44,9.761,6
2011,11,20,2011.8863,390.51,9.76275,7
2011,11,27,2011.9055,391.15,9.77875,7
2011,12,4,2011.9247,391.36,9.784,7
2011,12,11,2011.9438,392.01,9.80025,6
2011,12,18,2011.963,392.35,9.80875,5
2011,12,25,2011.9822,392.2,9.805,7
2012,1,1,2012.0014,392.96,9.824,7
2012,1,8,2012.0205,393.37,9.83425,6
2012,1,15,2012.0396,392.97,9.82425,7
2012,1,22,2012.0587,393.34,9.8335,7
2012,1,29,2012.0779,393.24,9.831,6
2012,2,5,2012.097,393.71,9.84275,7
2012,2,12,2012.1161,393.49,9.83725,7
2012,2,19,2012.1352,394.44,9.861,5
2012,2,26,2012.1544,394.26,9.8565,7
2012,3,4,2012.1735,393.55,9.83875,7
2012,3,11,2012.1926,394.27,9.85675,7
2012,3,18,2012.2117,394.79,9.86975,7
2012,3,25,2012.2309,395.12,9.878,6
2012,4,1,2012.25,395.32,9.883,7
2012,4,8,2012.2691,396.62,9.9155,6
2012,4,15,2012.2883,396.16,9.904,7
2012,4,22,2012.3074,396.61,9.91525,7
2012,4,29,2012.3265,396.92,9.923,7
2012,5,6,2012.3456,397.12,9.928,7
2012,5,13,2012.3648,396.99,9.92475,7
2012,5,20,2012.3839,396.12,9.903,7
2012,5,27,2012.403,396.3,9.9075,6
2012,6,3,2012.4221,395.73,9.89325,7
2012,6,10,2012.4413,396.24,9.906,6
2012,6,17,2012.4604,395.57,9.88925,7
2012,6,24,2012.4795,395.25,9.88125,6
2012,7,1,2012.4986,394.96,9.874,6
2012,7,8,2012.5178,394.36,9.859,6
2012,7,15,2012.5369,394.47,9.86175,7
2012,7,22,2012.556,394.08,9.852,4
2012,7,29,2012.5751,393.43,9.83575,7
2012,8,5,2012.5943,393.24,9.831,6
2012,8,12,2012.6134,392.49,9.81225,7
2012,8,19,2012.6325,391.36,9.784,7
2012,8,26,2012.6516,391.79,9.79475,7
2012,9,2,2012.6708,391.86,9.7965,6
2012,9,9,2012.6899,390.91,9.77275,6
2012,9,16,2012.709,390.79,9.76975,7
2012,9,23,2012.7281,390.89,9.77225,6
2012,9,30,2012.7473,390.81,9.77025,7
2012,10,7,2012.7664,390.96,9.774,6
2012,10,14,2012.7855,390.89,9.77225,6
2012,10,21,2012.8046,391.33,9.78325,6
2012,10,28,2012.8238,391.56,9.789,6
2012,11,4,2012.8429,392.29,9.80725,7
2012,11,11,2012.862,393.26,9.8315,7
2012,11,18,2012.8811,393.16,9.829,7
2012,11,25,2012.9003,393.71,9.84275,7
2012,12,2,2012.9194,393.64,9.841,6
2012,12,9,2012.9385,394.4,9.86,7
2012,12,16,2012.9577,394.53,9.86325,7
2012,12,23,2012.9768,394.84,9.871,6
2012,12,30,2012.9959,394.5,9.8625,6
2013,1,6,2013.0151,395.34,9.8835,6
2013,1,13,2013.0342,395.98,9.8995,6
2013,1,20,2013.0534,395.78,9.8945,7
2013,1,27,2013.0726,395.77,9.89425,7
2013,2,3,2013.0918,396.63,9.91575,6
2013,2,10,2013.111,396.97,9.92425,6
2013,2,17,2013.1301,397.15,9.92875,7
2013,2,24,2013.1493,396.73,9.91825,6
2013,3,3,2013.1685,397.65,9.94125,6
2013,3,10,2013.1877,396.94,9.9235,7
2013,3,17,2013.2068,397.36,9.934,7
2013,3,24,2013.226,397.96,9.949,7
2013,3,31,2013.2452,398.07,9.95175,6
2013,4,7,2013.2644,397.76,9.944,7
2013,4,14,2013.2836,397.96,9.949,2
2013,4,21,2013.3027,399.2,9.98,6
2013,4,28,2013.3219,399.53,9.98825,6
2013,5,5,2013.3411,399.52,9.988,6
2013,5,12,2013.3603,399.74,9.9935,5
2013,5,19,2013.3795,399.93,9.99825,7
2013,5,26,2013.3986,399.88,9.997,7
2013,6,2,2013.4178,399.18,9.9795,7
2013,6,9,2013.437,398.61,9.96525,6
2013,6,16,2013.4562,398.14,9.9535,7
2013,6,23,2013.4753,398.64,9.966,4
2013,6,30,2013.4945,398.24,9.956,5
2013,7,7,2013.5137,397.74,9.9435,4
2013,7,14,2013.5329,397.08,9.927,4
2013,7,21,2013.5521,396.82,9.9205,6
2013,7,28,2013.5712,396.68,9.917,6
2013,8,4,2013.5904,395.67,9.89175,6
2013,8,11,2013.6096,395.13,9.87825,6
2013,8,18,2013.6288,395.15,9.87875,5
2013,8,25,2013.6479,394.22,9.8555,7
2013,9,1,2013.6671,393.85,9.84625,7
2013,9,8,2013.6863,393.35,9.83375,6
2013,9,15,2013.7055,393.3,9.8325,6
2013,9,22,2013.7247,393.38,9.8345,6
2013,9,29,2013.7438,393.31,9.83275,7
2013,10,6,2013.763,393.34,9.8335,7
2013,10,13,2013.7822,393.68,9.842,4
2013,10,20,2013.8014,393.98,9.8495,7
2013,10,27,2013.8205,394.24,9.856,7
2013,11,3,2013.8397,394.46,9.8615,7
2013,11,10,2013.8589,395.53,9.88825,7
2013,11,17,2013.8781,394.87,9.87175,7
2013,11,24,2013.8973,396,9.9,7
2013,12,1,2013.9164,396.26,9.9065,7
2013,12,8,2013.9356,396.14,9.9035,7
2013,12,15,2013.9548,397.43,9.93575,6
2013,12,22,2013.974,397.27,9.93175,7
2013,12,29,2013.9932,397.41,9.93525,7
2014,1,5,2014.0123,398.23,9.95575,7
2014,1,12,2014.0315,397.75,9.94375,7
2014,1,19,2014.0507,397.97,9.94925,7
2014,1,26,2014.0699,397.83,9.94575,7
2014,2,2,2014.089,397.97,9.94925,7
2014,2,9,2014.1082,397.87,9.94675,7
2014,2,16,2014.1274,398.09,9.95225,6
2014,2,23,2014.1466,397.97,9.94925,6
2014,3,2,2014.1658,398.43,9.96075,5
2014,3,9,2014.1849,399.88,9.997,6
2014,3,16,2014.2041,401.18,10.0295,3
2014,3,23,2014.2233,400.1,10.0025,5
2014,3,30,2014.2425,400.61,10.01525,7
2014,4,6,2014.2616,401.11,10.02775,7
2014,4,13,2014.2808,401.54,10.0385,5
2014,4,20,2014.3,401.59,10.03975,7
2014,4,27,2014.3192,401.74,10.0435,6
2014,5,4,2014.3384,401.72,10.043,3
2014,5,11,2014.3575,401.73,10.04325,2
2014,5,18,2014.3767,401.75,10.04375,7
2014,5,25,2014.3959,401.82,10.0455,7
2014,6,1,2014.4151,401.81,10.04525,7
2014,6,8,2014.4342,401.51,10.03775,6
2014,6,15,2014.4534,401.03,10.02575,7
2014,6,22,2014.4726,400.94,10.0235,6
2014,6,29,2014.4918,400.22,10.0055,7
2014,7,6,2014.511,399.84,9.996,7
2014,7,13,2014.5301,398.82,9.9705,5
2014,7,20,2014.5493,398.81,9.97025,5
2014,7,27,2014.5685,397.42,9.9355,5
2014,8,3,2014.5877,397.78,9.9445,4
2014,8,10,2014.6068,397.23,9.93075,5
2014,8,17,2014.626,396.77,9.91925,4
2014,8,24,2014.6452,396.31,9.90775,5
2014,8,31,2014.6644,396.35,9.90875,4
2014,9,7,2014.6836,395.03,9.87575,6
2014,9,14,2014.7027,395.07,9.87675,3
2014,9,21,2014.7219,395.45,9.88625,6
2014,9,28,2014.7411,395.33,9.88325,6
2014,10,5,2014.7603,395.56,9.889,7
2014,10,12,2014.7795,395.65,9.89125,5
2014,10,19,2014.7986,395.87,9.89675,5
2014,10,26,2014.8178,397.52,9.938,6
2014,11,2,2014.837,396.78,9.9195,7
2014,11,9,2014.8562,397.22,9.9305,6
2014,11,16,2014.8753,397.32,9.933,7
2014,11,23,2014.8945,397.89,9.94725,5
2014,11,30,2014.9137,398.2,9.955,7
2014,12,7,2014.9329,399.12,9.978,5
2014,12,14,2014.9521,399.1,9.9775,7
2014,12,21,2014.9712,398.92,9.973,7
2014,12,28,2014.9904,399.84,9.996,7
2015,1,4,2015.0096,399.85,9.99625,7
2015,1,11,2015.0288,400.16,10.004,6
2015,1,18,2015.0479,399.51,9.98775,7
2015,1,25,2015.0671,400.2,10.005,7
2015,2,1,2015.0863,400.17,10.00425,6
2015,2,8,2015.1055,399.95,9.99875,7
2015,2,15,2015.1247,399.92,9.998,7
2015,2,22,2015.1438,401.34,10.0335,7
2015,3,1,2015.163,401.28,10.032,4
2015,3,8,2015.1822,401.87,10.04675,7
2015,3,15,2015.2014,400.77,10.01925,6
2015,3,22,2015.2205,401.77,10.04425,7
2015,3,29,2015.2397,401.81,10.04525,5
2015,4,5,2015.2589,403.2,10.08,4
2015,4,12,2015.2781,404.04,10.101,6
2015,4,19,2015.2973,403.07,10.07675,7
2015,4,26,2015.3164,403.8,10.095,7
2015,5,3,2015.3356,404.13,10.10325,6
2015,5,10,2015.3548,403.97,10.09925,7
2015,5,17,2015.374,403.97,10.09925,7
2015,5,24,2015.3932,403.82,10.0955,7
2015,5,31,2015.4123,403.2,10.08,6
2015,6,7,2015.4315,403.24,10.081,7
2015,6,14,2015.4507,402.39,10.05975,7
2015,6,21,2015.4699,402.71,10.06775,7
2015,6,28,2015.489,402.15,10.05375,7
2015,7,5,2015.5082,401.73,10.04325,6
2015,7,12,2015.5274,401.39,10.03475,5
2015,7,19,2015.5466,401.25,10.03125,3
2015,7,26,2015.5658,400.2,10.005,7
2015,8,2,2015.5849,398.36,9.959,6
2015,8,9,2015.6041,399.19,9.97975,6
2015,8,16,2015.6233,399.14,9.9785,6
2015,8,23,2015.6425,398.85,9.97125,7
2015,8,30,2015.6616,398.49,9.96225,7
2015,9,6,2015.6808,397.77,9.94425,6
2015,9,13,2015.7,397.24,9.931,4
2015,9,20,2015.7192,397.33,9.93325,7
2015,9,27,2015.7384,397.22,9.9305,5
2015,10,4,2015.7575,398.37,9.95925,7
2015,10,11,2015.7767,398.18,9.9545,6
2015,10,18,2015.7959,398.52,9.963,6
2015,10,25,2015.8151,398.48,9.962,7
2015,11,1,2015.8342,399.06,9.9765,6
2015,11,8,2015.8534,400.44,10.011,6
2015,11,15,2015.8726,400.34,10.0085,6
2015,11,22,2015.8918,400.37,10.00925,7
2015,11,29,2015.911,400.8,10.02,7
2015,12,6,2015.9301,401.31,10.03275,6
2015,12,13,2015.9493,402.34,10.0585,7
2015,12,20,2015.9685,402.6,10.065,7
2015,12,27,2015.9877,402.08,10.052,7
2016,1,3,2016.0068,402.15,10.05375,5
2016,1,10,2016.026,402.48,10.062,5
2016,1,17,2016.0451,402.61,10.06525,7
2016,1,24,2016.0642,402.98,10.0745,6
2016,1,31,2016.0833,404.58,10.1145,5
2016,2,7,2016.1025,403.81,10.09525,5
2016,2,14,2016.1216,403.67,10.09175,7
2016,2,21,2016.1407,404.41,10.11025,7
2016,2,28,2016.1598,404.06,10.1015,7
2016,3,6,2016.179,404,10.1,6
2016,3,13,2016.1981,404.79,10.11975,7
2016,3,20,2016.2172,405.66,10.1415,5
2016,3,27,2016.2363,405.45,10.13625,7
2016,4,3,2016.2555,406.6,10.165,4
2016,4,10,2016.2746,408.72,10.218,6
2016,4,17,2016.2937,407.45,10.18625,7
2016,4,24,2016.3128,407.72,10.193,5
2016,5,1,2016.332,407.55,10.18875,7
2016,5,8,2016.3511,407.86,10.1965,7
2016,5,15,2016.3702,407.31,10.18275,7
2016,5,22,2016.3893,408.33,10.20825,6
2016,5,29,2016.4085,407.47,10.18675,5
2016,6,5,2016.4276,406.87,10.17175,7
2016,6,12,2016.4467,407.21,10.18025,6
2016,6,19,2016.4658,406.67,10.16675,6
2016,6,26,2016.485,405.99,10.14975,5
2016,7,3,2016.5041,405.57,10.13925,6
2016,7,10,2016.5232,404.5,10.1125,6
2016,7,17,2016.5423,403.41,10.08525,7
2016,7,24,2016.5615,403.85,10.09625,7
2016,7,31,2016.5806,403.49,10.08725,6
2016,8,7,2016.5997,402.9,10.0725,5
2016,8,14,2016.6189,401.87,10.04675,4
2016,8,21,2016.638,401.89,10.04725,7
2016,8,28,2016.6571,400.97,10.02425,5
2016,9,4,2016.6762,400.99,10.02475,6
2016,9,11,2016.6954,401.35,10.03375,5
2016,9,18,2016.7145,400.89,10.02225,7
2016,9,25,2016.7336,400.75,10.01875,5
2016,10,2,2016.7527,400.94,10.0235,7
2016,10,9,2016.7719,401.59,10.03975,6
2016,10,16,2016.791,401.67,10.04175,7
2016,10,23,2016.8101,402.16,10.054,6
2016,10,30,2016.8292,402.8,10.07,7
2016,11,6,2016.8484,402.81,10.07025,6
2016,11,13,2016.8675,403.6,10.09,6
2016,11,20,2016.8866,404,10.1,7
2016,11,27,2016.9057,404.57,10.11425,5
2016,12,4,2016.9249,403.9,10.0975,7
2016,12,11,2016.944,404.83,10.12075,6
2016,12,18,2016.9631,404.43,10.11075,7
2016,12,25,2016.9822,404.77,10.11925,7
2017,1,1,2017.0014,405.95,10.14875,7
2017,1,8,2017.0205,406.02,10.1505,7
2017,1,15,2017.0397,406.22,10.1555,7
2017,1,22,2017.0589,406.52,10.163,4
2017,1,29,2017.0781,406.24,10.156,6
2017,2,5,2017.0973,406.07,10.15175,7
2017,2,12,2017.1164,405.95,10.14875,7
2017,2,19,2017.1356,406.98,10.1745,5
2017,2,26,2017.1548,407.41,10.18525,7
2017,3,5,2017.174,406.15,10.15375,2
2017,3,12,2017.1932,407.1,10.1775,5
2017,3,19,2017.2123,406.82,10.1705,6
2017,3,26,2017.2315,408.41,10.21025,7
2017,4,2,2017.2507,407.64,10.191,6
2017,4,9,2017.2699,408.84,10.221,6
2017,4,16,2017.289,409.65,10.24125,6
