year,month,day,decimal,average,error,ndays
1994,8,21,1994.637,356.87,8.92175,5
1994,8,28,1994.6562,356.19,8.90475,6
1994,9,4,1994.6753,356.48,8.912,5
1994,9,11,1994.6945,355.26,8.8815,6
1994,9,18,1994.7137,355.67,8.89175,5
1994,9,25,1994.7329,355.35,8.88375,6
1994,10,2,1994.7521,355.7,8.8925,7
1994,10,9,1994.7712,355.85,8.89625,7
1994,10,16,1994.7904,356.14,8.9035,7
1994,10,23,1994.8096,356.56,8.914,6
1994,10,30,1994.8288,356.68,8.917,5
1994,11,6,1994.8479,356.97,8.92425,5
1994,11,13,1994.8671,358.15,8.95375,7
1994,11,20,1994.8863,357.65,8.94125,7
1994,11,27,1994.9055,358.07,8.95175,7
1994,12,4,1994.9247,358.74,8.9685,7
1994,12,11,1994.9438,359.38,8.9845,7
1994,12,18,1994.963,358.82,8.9705,6
1994,12,25,1994.9822,359.34,8.9835,5
1995,1,1,1995.0014,359.7,8.9925,7
1995,1,8,1995.0205,359.54,8.9885,6
1995,1,15,1995.0397,360.37,9.00925,7
1995,1,22,1995.0589,360.03,9.00075,7
1995,1,29,1995.0781,360.14,9.0035,7
1995,2,5,1995.0973,360.76,9.019,7
1995,2,12,1995.1164,361.05,9.02625,7
1995,2,19,1995.1356,361.01,9.02525,7
1995,2,26,1995.1548,361.68,9.042,7
1995,3,5,1995.174,361.78,9.0445,7
1995,3,12,1995.1932,361.1,9.0275,7
1995,3,19,1995.2123,361.76,9.044,6
1995,3,26,1995.2315,362.84,9.071,6
1995,4,2,1995.2507,363.75,9.09375,7
1995,4,9,1995.2699,362.81,9.07025,7
1995,4,16,1995.289,363.01,9.07525,7
1995,4,23,1995.3082,363.51,9.08775,7
1995,4,30,1995.3274,362.83,9.07075,5
1995,5,7,1995.3466,363.85,9.09625,6
1995,5,14,1995.3658,364.4,9.11,7
1995,5,21,1995.3849,363.67,9.09175,7
1995,5,28,1995.4041,363.67,9.09175,6
1995,6,4,1995.4233,363.79,9.09475,7
1995,6,11,1995.4425,363.05,9.07625,7
1995,6,18,1995.4616,362.91,9.07275,6
1995,6,25,1995.4808,362.44,9.061,6
1995,7,2,1995.5,362.31,9.05775,4
1995,7,9,1995.5192,362.1,9.0525,7
1995,7,16,1995.5384,361.42,9.0355,7
1995,7,23,1995.5575,360.99,9.02475,7
1995,7,30,1995.5767,360.14,9.0035,6
1995,8,6,1995.5959,359.76,8.994,6
1995,8,13,1995.6151,358.76,8.969,4
1995,8,20,1995.6342,358.66,8.9665,6
1995,8,27,1995.6534,357.84,8.946,7
1995,9,3,1995.6726,358.31,8.95775,4
1995,9,10,1995.6918,358.58,8.9645,6
1995,9,17,1995.711,358.77,8.96925,5
1995,9,24,1995.7301,357.59,8.93975,7
1995,10,1,1995.7493,357.81,8.94525,6
1995,10,8,1995.7685,357.72,8.943,7
1995,10,15,1995.7877,357.99,8.94975,7
1995,10,22,1995.8068,358.23,8.95575,7
1995,10,29,1995.826,358.83,8.97075,6
1995,11,5,1995.8452,359.09,8.97725,5
1995,11,12,1995.8644,359.49,8.98725,6
1995,11,19,1995.8836,359.8,8.995,7
1995,11,26,1995.9027,359.82,8.9955,6
1995,12,3,1995.9219,360.21,9.00525,7
1995,12,10,1995.9411,360.55,9.01375,7
1995,12,17,1995.9603,360.62,9.0155,7
1995,12,24,1995.9795,361.4,9.035,7
1995,12,31,1995.9986,361.84,9.046,7
1996,1,7,1996.0178,362.19,9.05475,7
1996,1,14,1996.0369,361.91,9.04775,7
1996,1,21,1996.056,362.21,9.05525,5
1996,1,28,1996.0751,362.34,9.0585,6
1996,2,4,1996.0943,362.92,9.073,6
1996,2,11,1996.1134,363.03,9.07575,7
1996,2,18,1996.1325,363.57,9.08925,7
1996,2,25,1996.1516,363.93,9.09825,7
1996,3,3,1996.1708,364.09,9.10225,6
1996,3,10,1996.1899,363.69,9.09225,7
1996,3,17,1996.209,364.45,9.11125,5
1996,3,24,1996.2281,364.49,9.11225,7
1996,3,31,1996.2473,364.25,9.10625,5
1996,4,7,1996.2664,364.61,9.11525,7
1996,4,14,1996.2855,364.7,9.1175,7
1996,4,21,1996.3046,364.55,9.11375,7
1996,4,28,1996.3238,365.02,9.1255,7
1996,5,5,1996.3429,364.69,9.11725,7
1996,5,12,1996.362,365.47,9.13675,6
1996,5,19,1996.3811,365.28,9.132,7
1996,5,26,1996.4003,365.04,9.126,7
1996,6,2,1996.4194,364.97,9.12425,7
1996,6,9,1996.4385,365.28,9.132,7
1996,6,16,1996.4577,365.07,9.12675,7
1996,6,23,1996.4768,364.5,9.1125,7
1996,6,30,1996.4959,364.42,9.1105,7
1996,7,7,1996.515,363.82,9.0955,7
1996,7,14,1996.5342,363.5,9.0875,7
1996,7,21,1996.5533,363.12,9.078,7
1996,7,28,1996.5724,362.04,9.051,7
1996,8,4,1996.5915,362.03,9.05075,7
1996,8,11,1996.6107,361.79,9.04475,5
1996,8,18,1996.6298,361.01,9.02525,7
1996,8,25,1996.6489,360.86,9.0215,6
1996,9,1,1996.668,360.08,9.002,6
1996,9,8,1996.6872,359.94,8.9985,7
1996,9,15,1996.7063,359.01,8.97525,6
1996,9,22,1996.7254,359.22,8.9805,6
1996,9,29,1996.7445,359.29,8.98225,3
1996,10,6,1996.7637,359.44,8.986,7
1996,10,13,1996.7828,359.76,8.994,7
1996,10,20,1996.8019,359.52,8.988,7
1996,10,27,1996.821,359.98,8.9995,7
1996,11,3,1996.8402,360.27,9.00675,6
1996,11,10,1996.8593,360.85,9.02125,7
1996,11,17,1996.8784,361.37,9.03425,7
1996,11,24,1996.8975,361.25,9.03125,7
1996,12,1,1996.9167,361.63,9.04075,5
1996,12,8,1996.9358,362.23,9.05575,7
1996,12,15,1996.9549,362.48,9.062,7
1996,12,22,1996.974,362.32,9.058,7
1996,12,29,1996.9932,362.76,9.069,7
1997,1,5,1997.0123,362.96,9.074,7
1997,1,12,1997.0315,362.97,9.07425,7
1997,1,19,1997.0507,363.5,9.0875,7
1997,1,26,1997.0699,363.2,9.08,7
1997,2,2,1997.089,363.56,9.089,7
1997,2,9,1997.1082,364.29,9.10725,7
1997,2,16,1997.1274,363.64,9.091,7
1997,2,23,1997.1466,364.74,9.1185,6
1997,3,2,1997.1658,363.87,9.09675,7
1997,3,9,1997.1849,364.16,9.104,7
1997,3,16,1997.2041,364.63,9.11575,7
1997,3,23,1997.2233,365.19,9.12975,7
1997,3,30,1997.2425,365.74,9.1435,6
1997,4,6,1997.2616,365.96,9.149,3
1997,4,13,1997.2808,366.5,9.1625,7
1997,4,20,1997.3,366.7,9.1675,3
1997,4,27,1997.3192,366.61,9.16525,7
1997,5,4,1997.3384,366.48,9.162,7
1997,5,11,1997.3575,366.82,9.1705,7
1997,5,18,1997.3767,367.01,9.17525,7
1997,5,25,1997.3959,366.24,9.156,5
1997,6,1,1997.4151,366.07,9.15175,5
1997,6,8,1997.4342,365.76,9.144,6
1997,6,15,1997.4534,365.35,9.13375,7
1997,6,22,1997.4726,365.22,9.1305,7
1997,6,29,1997.4918,365.1,9.1275,7
1997,7,6,1997.511,364.78,9.1195,4
1997,7,13,1997.5301,364.47,9.11175,6
1997,7,20,1997.5493,363.6,9.09,6
1997,7,27,1997.5685,363.58,9.0895,5
1997,8,3,1997.5877,363.19,9.07975,6
1997,8,10,1997.6068,362.63,9.06575,6
1997,8,17,1997.626,361.19,9.02975,4
1997,8,24,1997.6452,361.54,9.0385,7
1997,8,31,1997.6644,361.44,9.036,5
1997,9,7,1997.6836,360.08,9.002,7
1997,9,14,1997.7027,360.33,9.00825,7
1997,9,21,1997.7219,359.88,8.997,5
1997,9,28,1997.7411,359.99,8.99975,5
1997,10,5,1997.7603,360.53,9.01325,5
1997,10,12,1997.7795,360.72,9.018,7
1997,10,19,1997.7986,361.02,9.0255,7
1997,10,26,1997.8178,361.3,9.0325,6
1997,11,2,1997.837,362.05,9.05125,7
1997,11,9,1997.8562,362.14,9.0535,7
1997,11,16,1997.8753,362.52,9.063,7
1997,11,23,1997.8945,363.27,9.08175,7
1997,11,30,1997.9137,363.95,9.09875,7
1997,12,7,1997.9329,364.04,9.101,7
1997,12,14,1997.9521,364.33,9.10825,6
1997,12,21,1997.9712,364.75,9.11875,7
1997,12,28,1997.9904,365.03,9.12575,7
1998,1,4,1998.0096,365.31,9.13275,7
1998,1,11,1998.0288,365.31,9.13275,7
1998,1,18,1998.0479,365.1,9.1275,6
1998,1,25,1998.0671,365.38,9.1345,7
1998,2,1,1998.0863,365.97,9.14925,7
1998,2,8,1998.1055,365.62,9.1405,7
1998,2,15,1998.1247,365.67,9.14175,7
1998,2,22,1998.1438,366.67,9.16675,7
1998,3,1,1998.163,367.1,9.1775,7
1998,3,8,1998.1822,366.66,9.1665,7
1998,3,15,1998.2014,366.83,9.17075,7
1998,3,22,1998.2205,367.77,9.19425,7
1998,3,29,1998.2397,368.81,9.22025,7
1998,4,5,1998.2589,368.34,9.2085,7
1998,4,12,1998.2781,368.47,9.21175,6
1998,4,19,1998.2973,368.35,9.20875,7
1998,4,26,1998.3164,369.55,9.23875,7
1998,5,3,1998.3356,369.72,9.243,7
1998,5,10,1998.3548,368.32,9.208,7
1998,5,17,1998.374,369.58,9.2395,6
1998,5,24,1998.3932,369.94,9.2485,7
1998,5,31,1998.4123,369.61,9.24025,6
1998,6,7,1998.4315,369.14,9.2285,7
1998,6,14,1998.4507,368.8,9.22,6
1998,6,21,1998.4699,368.75,9.21875,7
1998,6,28,1998.489,368.19,9.20475,6
1998,7,5,1998.5082,368.41,9.21025,5
1998,7,12,1998.5274,367.73,9.19325,5
1998,7,19,1998.5466,367.9,9.1975,6
1998,7,26,1998.5658,367.1,9.1775,5
1998,8,2,1998.5849,366.9,9.1725,7
1998,8,9,1998.6041,366.23,9.15575,7
1998,8,16,1998.6233,365.54,9.1385,7
1998,8,23,1998.6425,365.34,9.1335,7
1998,8,30,1998.6616,364.74,9.1185,6
1998,9,6,1998.6808,364.32,9.108,7
1998,9,13,1998.7,363.65,9.09125,6
1998,9,20,1998.7192,363.51,9.08775,7
1998,9,27,1998.7384,364.06,9.1015,6
1998,10,4,1998.7575,364.1,9.1025,7
1998,10,11,1998.7767,364.3,9.1075,7
1998,10,18,1998.7959,364.53,9.11325,6
1998,10,25,1998.8151,364.79,9.11975,7
1998,11,1,1998.8342,364.94,9.1235,7
1998,11,8,1998.8534,365.39,9.13475,5
1998,11,15,1998.8726,365.95,9.14875,3
1998,11,22,1998.8918,365.82,9.1455,6
1998,11,29,1998.911,366.59,9.16475,5
1998,12,6,1998.9301,366.8,9.17,5
1998,12,13,1998.9493,367.15,9.17875,6
1998,12,20,1998.9685,367.28,9.182,7
1998,12,27,1998.9877,367.63,9.19075,7
1999,1,3,1999.0068,367.8,9.195,7
1999,1,10,1999.026,368.1,9.2025,7
1999,1,17,1999.0452,367.82,9.1955,5
1999,1,24,1999.0644,369.08,9.227,6
1999,1,31,1999.0836,369.27,9.23175,5
1999,2,7,1999.1027,369.11,9.22775,7
1999,2,14,1999.1219,368.62,9.2155,4
1999,2,21,1999.1411,369.08,9.227,6
1999,2,28,1999.1603,368.03,9.20075,4
1999,3,7,1999.1795,369.24,9.231,7
1999,3,14,1999.1986,370.18,9.2545,5
1999,3,21,1999.2178,370.56,9.264,5
1999,3,28,1999.237,370.66,9.2665,7
1999,4,4,1999.2562,371.73,9.29325,6
1999,4,11,1999.2753,371.51,9.28775,7
1999,4,18,1999.2945,370.29,9.25725,7
1999,4,25,1999.3137,370.6,9.265,6
1999,5,2,1999.3329,371.52,9.288,6
1999,5,9,1999.3521,371.07,9.27675,7
1999,5,16,1999.3712,370.58,9.2645,5
1999,5,23,1999.3904,370.72,9.268,6
1999,5,30,1999.4096,370.71,9.26775,7
1999,6,6,1999.4288,370.39,9.25975,6
1999,6,13,1999.4479,370.41,9.26025,7
1999,6,20,1999.4671,369.89,9.24725,5
1999,6,27,1999.4863,369.78,9.2445,4
1999,7,4,1999.5055,370.05,9.25125,6
1999,7,11,1999.5247,370.13,9.25325,7
1999,7,18,1999.5438,369.09,9.22725,7
1999,7,25,1999.563,368.27,9.20675,6
1999,8,1,1999.5822,367.7,9.1925,5
1999,8,8,1999.6014,367.35,9.18375,6
1999,8,15,1999.6205,366.6,9.165,7
1999,8,22,1999.6397,366.27,9.15675,5
1999,8,29,1999.6589,365.18,9.1295,6
1999,9,5,1999.6781,364.36,9.109,6
1999,9,12,1999.6973,365.16,9.129,6
1999,9,19,1999.7164,365.05,9.12625,7
1999,9,26,1999.7356,364.67,9.11675,7
1999,10,3,1999.7548,365.15,9.12875,7
1999,10,10,1999.774,365.19,9.12975,7
1999,10,17,1999.7932,365.6,9.14,7
1999,10,24,1999.8123,365.65,9.14125,7
1999,10,31,1999.8315,365.98,9.1495,7
1999,11,7,1999.8507,366.65,9.16625,7
1999,11,14,1999.8699,366.76,9.169,5
1999,11,21,1999.889,367.08,9.177,7
1999,11,28,1999.9082,367.44,9.186,5
1999,12,5,1999.9274,367.87,9.19675,7
1999,12,12,1999.9466,367.89,9.19725,6
1999,12,19,1999.9658,368.27,9.20675,6
1999,12,26,1999.9849,368.73,9.21825,6
2000,1,2,2000.0041,368.74,9.2185,7
2000,1,9,2000.0232,368.87,9.22175,7
2000,1,16,2000.0423,370.03,9.25075,4
2000,1,23,2000.0615,370.08,9.252,5
2000,1,30,2000.0806,369.26,9.2315,5
2000,2,6,2000.0997,369.61,9.24025,3
2000,2,13,2000.1189,369.98,9.2495,4
2000,2,20,2000.138,369.36,9.234,6
2000,2,27,2000.1571,370.11,9.25275,7
2000,3,5,2000.1762,370.07,9.25175,7
2000,3,12,2000.1954,370.64,9.266,7
2000,3,19,2000.2145,370.93,9.27325,6
2000,3,26,2000.2336,371.13,9.27825,7
2000,4,2,2000.2527,371.06,9.2765,7
2000,4,9,2000.2719,372,9.3,6
2000,4,16,2000.291,372.33,9.30825,6
2000,4,23,2000.3101,371.92,9.298,6
2000,4,30,2000.3292,370.91,9.27275,7
2000,5,7,2000.3484,371.88,9.297,6
2000,5,14,2000.3675,371.5,9.2875,7
2000,5,21,2000.3866,372.08,9.302,7
2000,5,28,2000.4057,371.87,9.29675,5
2000,6,4,2000.4249,371.92,9.298,6
2000,6,11,2000.444,371.67,9.29175,7
2000,6,18,2000.4631,371.79,9.29475,6
2000,6,25,2000.4822,371.25,9.28125,7
2000,7,2,2000.5014,370.22,9.2555,6
2000,7,9,2000.5205,370.15,9.25375,7
2000,7,16,2000.5396,369.94,9.2485,5
2000,7,23,2000.5587,369.19,9.22975,4
2000,7,30,2000.5779,368.93,9.22325,7
2000,8,6,2000.597,368.48,9.212,7
2000,8,13,2000.6161,368.25,9.20625,7
2000,8,20,2000.6352,367.56,9.189,5
2000,8,27,2000.6544,367.56,9.189,5
2000,9,3,2000.6735,367.18,9.1795,6
2000,9,10,2000.6926,367.19,9.17975,6
2000,9,17,2000.7117,366.74,9.1685,7
2000,9,24,2000.7309,366.72,9.168,5
2000,10,1,2000.75,366.65,9.16625,7
2000,10,8,2000.7691,366.73,9.16825,7
2000,10,15,2000.7883,366.99,9.17475,6
2000,10,22,2000.8074,367.47,9.18675,7
2000,10,29,2000.8265,367.85,9.19625,7
2000,11,5,2000.8456,368.05,9.20125,5
2000,11,12,2000.8648,368.59,9.21475,7
2000,11,19,2000.8839,368.48,9.212,4
2000,11,26,2000.903,368.69,9.21725,6
2000,12,3,2000.9221,369.68,9.242,7
2000,12,10,2000.9413,369.66,9.2415,7
2000,12,17,2000.9604,369.64,9.241,7
2000,12,24,2000.9795,369.86,9.2465,7
2000,12,31,2000.9986,370.17,9.25425,7
2001,1,7,2001.0178,370.3,9.2575,7
2001,1,14,2001.037,370.67,9.26675,6
2001,1,21,2001.0562,370.52,9.263,7
2001,1,28,2001.0753,371.36,9.284,7
2001,2,4,2001.0945,371.58,9.2895,6
2001,2,11,2001.1137,371.96,9.299,6
2001,2,18,2001.1329,371.48,9.287,7
2001,2,25,2001.1521,371.73,9.29325,7
2001,3,4,2001.1712,372.19,9.30475,5
2001,3,11,2001.1904,372.53,9.31325,6
2001,3,18,2001.2096,372.54,9.3135,7
2001,3,25,2001.2288,372.4,9.31,5
2001,4,1,2001.2479,372.45,9.31125,7
2001,4,8,2001.2671,373.61,9.34025,7
2001,4,15,2001.2863,373.71,9.34275,7
2001,4,22,2001.3055,373.6,9.34,7
2001,4,29,2001.3247,373.55,9.33875,5
2001,5,6,2001.3438,373.93,9.34825,4
2001,5,13,2001.363,373.7,9.3425,4
2001,5,20,2001.3822,373.9,9.3475,7
2001,5,27,2001.4014,373.87,9.34675,7
2001,6,3,2001.4205,373.47,9.33675,5
2001,6,10,2001.4397,373.05,9.32625,5
2001,6,17,2001.4589,373.11,9.32775,7
2001,6,24,2001.4781,373.02,9.3255,7
2001,7,1,2001.4973,372.48,9.312,7
2001,7,8,2001.5164,371.34,9.2835,4
2001,7,15,2001.5356,371.3,9.2825,7
2001,7,22,2001.5548,370.87,9.27175,5
2001,7,29,2001.574,370.88,9.272,3
2001,8,5,2001.5932,369.92,9.248,7
2001,8,12,2001.6123,369.2,9.23,6
2001,8,19,2001.6315,369.32,9.233,7
2001,8,26,2001.6507,369.28,9.232,7
2001,9,2,2001.6699,368.33,9.20825,7
2001,9,9,2001.689,368.56,9.214,6
2001,9,16,2001.7082,368.05,9.20125,7
2001,9,23,2001.7274,367.81,9.19525,6
2001,9,30,2001.7466,368.04,9.201,7
2001,10,7,2001.7658,368.29,9.20725,7
2001,10,14,2001.7849,368.17,9.20425,7
2001,10,21,2001.8041,368.71,9.21775,7
2001,10,28,2001.8233,369.13,9.22825,7
2001,11,4,2001.8425,369.09,9.22725,6
2001,11,11,2001.8616,369.83,9.24575,3
2001,11,18,2001.8808,370.22,9.2555,6
2001,11,25,2001.9,370.44,9.261,7
2001,12,2,2001.9192,370.78,9.2695,7
2001,12,9,2001.9384,371.23,9.28075,6
2001,12,16,2001.9575,371.27,9.28175,7
2001,12,23,2001.9767,371.69,9.29225,6
2001,12,30,2001.9959,372.2,9.305,7
2002,1,6,2002.0151,372.2,9.305,7
2002,1,13,2002.0342,372.74,9.3185,7
2002,1,20,2002.0534,372.58,9.3145,7
2002,1,27,2002.0726,372.82,9.3205,4
2002,2,3,2002.0918,372.95,9.32375,7
2002,2,10,2002.111,373,9.325,7
2002,2,17,2002.1301,373.08,9.327,7
2002,2,24,2002.1493,373.74,9.3435,7
2002,3,3,2002.1685,373.88,9.347,6
2002,3,10,2002.1877,374.13,9.35325,7
2002,3,17,2002.2068,374.64,9.366,5
2002,3,24,2002.226,374.28,9.357,3
2002,3,31,2002.2452,374.26,9.3565,7
2002,4,7,2002.2644,374.53,9.36325,7
2002,4,14,2002.2836,375.23,9.38075,6
2002,4,21,2002.3027,375.41,9.38525,7
2002,4,28,2002.3219,376.05,9.40125,7
2002,5,5,2002.3411,375.6,9.39,6
2002,5,12,2002.3603,375.07,9.37675,6
2002,5,19,2002.3795,375.93,9.39825,7
2002,5,26,2002.3986,376.24,9.406,7
2002,6,2,2002.4178,375.9,9.3975,7
2002,6,9,2002.437,375.45,9.38625,7
2002,6,16,2002.4562,375.23,9.38075,5
2002,6,23,2002.4753,375.49,9.38725,7
2002,6,30,2002.4945,374.82,9.3705,7
2002,7,7,2002.5137,374.47,9.36175,7
2002,7,14,2002.5329,374.01,9.35025,5
2002,7,21,2002.5521,373.34,9.3335,5
2002,7,28,2002.5712,373.33,9.33325,6
2002,8,4,2002.5904,372.57,9.31425,6
2002,8,11,2002.6096,371.81,9.29525,6
2002,8,18,2002.6288,371.33,9.28325,7
2002,8,25,2002.6479,370.93,9.27325,6
2002,9,1,2002.6671,370.26,9.2565,5
2002,9,8,2002.6863,371.63,9.29075,5
2002,9,15,2002.7055,370.83,9.27075,6
2002,9,22,2002.7247,370.5,9.2625,5
2002,9,29,2002.7438,369.88,9.247,7
2002,10,6,2002.763,369.91,9.24775,7
2002,10,13,2002.7822,371.24,9.281,7
2002,10,20,2002.8014,370.68,9.267,7
2002,10,27,2002.8205,371.06,9.2765,7
2002,11,3,2002.8397,371.97,9.29925,7
2002,11,10,2002.8589,371.86,9.2965,7
2002,11,17,2002.8781,372.73,9.31825,7
2002,11,24,2002.8973,372.77,9.31925,6
2002,12,1,2002.9164,373.04,9.326,7
2002,12,8,2002.9356,373.59,9.33975,7
2002,12,15,2002.9548,373.57,9.33925,7
2002,12,22,2002.974,374.47,9.36175,7
2002,12,29,2002.9932,374.69,9.36725,7
2003,1,5,2003.0123,374.55,9.36375,7
2003,1,12,2003.0315,375.02,9.3755,7
2003,1,19,2003.0507,374.92,9.373,6
2003,1,26,2003.0699,375.3,9.3825,7
2003,2,2,2003.089,375.17,9.37925,7
2003,2,9,2003.1082,375.11,9.37775,7
2003,2,16,2003.1274,376.38,9.4095,7
2003,2,23,2003.1466,376.02,9.4005,6
2003,3,2,2003.1658,376.3,9.4075,7
2003,3,9,2003.1849,376.36,9.409,6
2003,3,16,2003.2041,375.96,9.399,5
2003,3,23,2003.2233,377,9.425,7
2003,3,30,2003.2425,376.85,9.42125,7
2003,4,6,2003.2616,377.13,9.42825,7
2003,4,13,2003.2808,377.79,9.44475,4
2003,4,20,2003.3,378.35,9.45875,7
2003,4,27,2003.3192,378.63,9.46575,7
2003,5,4,2003.3384,378.07,9.45175,6
2003,5,11,2003.3575,378.07,9.45175,7
2003,5,18,2003.3767,379.43,9.48575,7
2003,5,25,2003.3959,378.72,9.468,7
2003,6,1,2003.4151,378.42,9.4605,6
2003,6,8,2003.4342,378.49,9.46225,4
2003,6,15,2003.4534,378.12,9.453,7
2003,6,22,2003.4726,378.31,9.45775,6
2003,6,29,2003.4918,377.58,9.4395,6
2003,7,6,2003.511,376.57,9.41425,7
2003,7,13,2003.5301,377.23,9.43075,6
2003,7,20,2003.5493,376.39,9.40975,7
2003,7,27,2003.5685,375.91,9.39775,7
2003,8,3,2003.5877,374.94,9.3735,6
2003,8,10,2003.6068,374.67,9.36675,7
2003,8,17,2003.626,373.89,9.34725,6
2003,8,24,2003.6452,373.44,9.336,2
2003,8,31,2003.6644,373.21,9.33025,3
2003,9,7,2003.6836,373.12,9.328,7
2003,9,14,2003.7027,372.88,9.322,6
2003,9,21,2003.7219,373.35,9.33375,6
2003,9,28,2003.7411,373.28,9.332,7
2003,10,5,2003.7603,372.92,9.323,7
2003,10,12,2003.7795,372.79,9.31975,7
2003,10,19,2003.7986,373.43,9.33575,6
2003,10,26,2003.8178,373.4,9.335,6
2003,11,2,2003.837,373.96,9.349,4
2003,11,9,2003.8562,374.52,9.363,7
2003,11,16,2003.8753,374.89,9.37225,7
2003,11,23,2003.8945,375.27,9.38175,7
2003,11,30,2003.9137,375.32,9.383,7
2003,12,7,2003.9329,375.74,9.3935,7
2003,12,14,2003.9521,376.34,9.4085,7
2003,12,21,2003.9712,376.14,9.4035,4
2003,12,28,2003.9904,376.35,9.40875,6
2004,1,4,2004.0096,376.34,9.4085,7
2004,1,11,2004.0287,376.95,9.42375,7
2004,1,18,2004.0478,377.12,9.428,7
2004,1,25,2004.0669,377.95,9.44875,6
2004,2,1,2004.0861,377.87,9.44675,7
2004,2,8,2004.1052,378.43,9.46075,7
2004,2,15,2004.1243,377.49,9.43725,7
2004,2,22,2004.1434,377.62,9.4405,7
2004,2,29,2004.1626,378.29,9.45725,7
2004,3,7,2004.1817,378.96,9.474,5
2004,3,14,2004.2008,379.23,9.48075,6
2004,3,21,2004.2199,378.5,9.4625,7
2004,3,28,2004.2391,379.72,9.493,7
2004,4,4,2004.2582,380,9.5,5
2004,4,11,2004.2773,380.73,9.51825,7
2004,4,18,2004.2964,380.38,9.5095,5
2004,4,25,2004.3156,380.64,9.516,7
2004,5,2,2004.3347,380.72,9.518,6
2004,5,9,2004.3538,380.71,9.51775,7
2004,5,16,2004.373,380.25,9.50625,7
2004,5,23,2004.3921,381.07,9.52675,5
2004,5,30,2004.4112,379.94,9.4985,7
2004,6,6,2004.4303,380.09,9.50225,6
2004,6,13,2004.4495,380.16,9.504,3
2004,6,20,2004.4686,379.37,9.48425,5
2004,6,27,2004.4877,379.14,9.4785,5
2004,7,4,2004.5068,378.33,9.45825,4
2004,7,11,2004.526,377.89,9.44725,5
2004,7,18,2004.5451,376.74,9.4185,7
2004,7,25,2004.5642,376.42,9.4105,6
2004,8,1,2004.5833,376.76,9.419,4
2004,8,8,2004.6025,376.26,9.4065,6
2004,8,15,2004.6216,375.77,9.39425,4
2004,8,22,2004.6407,376.09,9.40225,2
2004,8,29,2004.6598,373.99,9.34975,1
2004,9,5,2004.679,374.44,9.361,6
2004,9,12,2004.6981,374.05,9.35125,4
2004,9,19,2004.7172,374.4,9.36,3
2004,9,26,2004.7363,374.31,9.35775,3
2004,10,3,2004.7555,373.98,9.3495,5
2004,10,10,2004.7746,374.22,9.3555,7
2004,10,17,2004.7937,374.57,9.36425,7
2004,10,24,2004.8128,374.96,9.374,7
2004,10,31,2004.832,375.31,9.38275,6
2004,11,7,2004.8511,375.44,9.386,7
2004,11,14,2004.8702,376.8,9.42,7
2004,11,21,2004.8893,376.73,9.41825,7
2004,11,28,2004.9085,376.82,9.4205,7
2004,12,5,2004.9276,377.54,9.4385,7
2004,12,12,2004.9467,377.24,9.431,7
2004,12,19,2004.9658,377.78,9.4445,7
2004,12,26,2004.985,377.83,9.44575,6
2005,1,2,2005.0041,378.21,9.45525,7
2005,1,9,2005.0233,378.44,9.461,7
2005,1,16,2005.0425,378.35,9.45875,7
2005,1,23,2005.0616,378.63,9.46575,7
2005,1,30,2005.0808,379.42,9.4855,6
2005,2,6,2005.1,379.23,9.48075,6
2005,2,13,2005.1192,379.92,9.498,5
2005,2,20,2005.1384,379.87,9.49675,7
2005,2,27,2005.1575,381.36,9.534,5
2005,3,6,2005.1767,380.06,9.5015,5
2005,3,13,2005.1959,381.28,9.532,7
2005,3,20,2005.2151,380.22,9.5055,7
2005,3,27,2005.2342,381.76,9.544,6
2005,4,3,2005.2534,382.3,9.5575,6
2005,4,10,2005.2726,382.1,9.5525,5
2005,4,17,2005.2918,382.18,9.5545,7
2005,4,24,2005.311,382.57,9.56425,6
2005,5,1,2005.3301,381.94,9.5485,7
2005,5,8,2005.3493,381.98,9.5495,7
2005,5,15,2005.3685,382.63,9.56575,7
2005,5,22,2005.3877,383.01,9.57525,7
2005,5,29,2005.4068,382.79,9.56975,7
2005,6,5,2005.426,382.63,9.56575,7
2005,6,12,2005.4452,382.41,9.56025,6
2005,6,19,2005.4644,381.95,9.54875,7
2005,6,26,2005.4836,381.36,9.534,6
2005,7,3,2005.5027,381.11,9.52775,6
2005,7,10,2005.5219,380.85,9.52125,6
2005,7,17,2005.5411,380.74,9.5185,7
2005,7,24,2005.5603,380.14,9.5035,7
2005,7,31,2005.5795,379.83,9.49575,6
2005,8,7,2005.5986,378.9,9.4725,6
2005,8,14,2005.6178,378.83,9.47075,7
2005,8,21,2005.637,378,9.45,6
2005,8,28,2005.6562,377.95,9.44875,4
2005,9,4,2005.6753,377.32,9.433,6
2005,9,11,2005.6945,376.16,9.404,6
2005,9,18,2005.7137,376.35,9.40875,6
2005,9,25,2005.7329,376.46,9.4115,7
2005,10,2,2005.7521,376.65,9.41625,7
2005,10,9,2005.7712,376.91,9.42275,4
2005,10,16,2005.7904,-999.99,-24.99975,0
2005,10,23,2005.8096,377.52,9.438,2
2005,10,30,2005.8288,377.8,9.445,3
2005,11,6,2005.8479,377.94,9.4485,7
2005,11,13,2005.8671,378.86,9.4715,5
2005,11,20,2005.8863,378.48,9.462,4
2005,11,27,2005.9055,379.02,9.4755,7
2005,12,4,2005.9247,379.93,9.49825,6
2005,12,11,2005.9438,380.18,9.5045,7
